Method,Test Runs,Original Image,Original Image Size (KB),Original Image Path,Compressed Image,Compressed Image Size (KB),Compressed Image Path,Compression Ratio,Build Tree Time (ms),Nearest Search Time (ms),CNN Inference Time (ms),Encoding Time (s),Decoding Time (s),PSNR (dB),SSIM,Blocks (blocks/s)
proposed,5,glioma_0386.jpg,34.02,data/dataset/glioma\glioma_0386.jpg,proposed_5_compressed_glioma_0386.jpg,6.06,data/compressed/multiTest\proposed_5_compressed_glioma_0386.jpg,1:5,6.2759,0.6181,63.041,0.7086,0.0522,28.2083,0.8658,1599.9128
proposed,5,glioma_0769.jpg,34.04,data/dataset/glioma\glioma_0769.jpg,proposed_5_compressed_glioma_0769.jpg,6.25,data/compressed/multiTest\proposed_5_compressed_glioma_0769.jpg,1:5,7.3528,0.614,62.8466,0.7161,0.0344,26.1737,0.8608,1596.8938
proposed,5,glioma_0159.jpg,34.04,data/dataset/glioma\glioma_0159.jpg,proposed_5_compressed_glioma_0159.jpg,6.13,data/compressed/multiTest\proposed_5_compressed_glioma_0159.jpg,1:5,6.7097,0.6347,62.5613,0.737,0.0395,27.4012,0.8677,1542.866
proposed,5,glioma_0934.jpg,19.43,data/dataset/glioma\glioma_0934.jpg,proposed_5_compressed_glioma_0934.jpg,3.59,data/compressed/multiTest\proposed_5_compressed_glioma_0934.jpg,1:5,6.6626,0.4491,64.6449,0.5428,0.0367,30.7906,0.9321,2186.9029
proposed,5,glioma_0171.jpg,19.81,data/dataset/glioma\glioma_0171.jpg,proposed_5_compressed_glioma_0171.jpg,3.68,data/compressed/multiTest\proposed_5_compressed_glioma_0171.jpg,1:5,7.598,0.4199,63.87,0.4995,0.0401,30.8056,0.9444,2346.0513
proposed,5,glioma_0111.jpg,19.91,data/dataset/glioma\glioma_0111.jpg,proposed_5_compressed_glioma_0111.jpg,3.71,data/compressed/multiTest\proposed_5_compressed_glioma_0111.jpg,1:5,8.3964,0.5699,62.8213,0.6535,0.0621,32.8328,0.9333,1728.5291
proposed,5,glioma_0918.jpg,19.93,data/dataset/glioma\glioma_0918.jpg,proposed_5_compressed_glioma_0918.jpg,3.83,data/compressed/multiTest\proposed_5_compressed_glioma_0918.jpg,1:5,5.2861,0.4201,61.3273,0.5041,0.0461,30.1536,0.9273,2348.5027
proposed,5,glioma_0558.jpg,20.02,data/dataset/glioma\glioma_0558.jpg,proposed_5_compressed_glioma_0558.jpg,3.78,data/compressed/multiTest\proposed_5_compressed_glioma_0558.jpg,1:5,5.0283,0.4304,61.1906,0.5131,0.0266,29.1673,0.9338,2291.2086
proposed,5,pituitary_0048.jpg,328.59,data/dataset/pituitary\pituitary_0048.jpg,proposed_5_compressed_pituitary_0048.jpg,11.33,data/compressed/multiTest\proposed_5_compressed_pituitary_0048.jpg,1:29,5.0499,0.7877,61.2631,0.8738,0.0503,22.0562,0.7293,1254.7516
proposed,5,pituitary_0681.jpg,266.28,data/dataset/pituitary\pituitary_0681.jpg,proposed_5_compressed_pituitary_0681.jpg,11.32,data/compressed/multiTest\proposed_5_compressed_pituitary_0681.jpg,1:23,5.3666,0.7832,63.7083,0.881,0.0358,22.6735,0.719,1259.5087
proposed,5,pituitary_0287.jpg,236.31,data/dataset/pituitary\pituitary_0287.jpg,proposed_5_compressed_pituitary_0287.jpg,7.96,data/compressed/multiTest\proposed_5_compressed_pituitary_0287.jpg,1:29,8.8567,0.6942,62.8087,0.787,0.0383,23.3067,0.8145,1423.0648
proposed,5,pituitary_0798.jpg,147.91,data/dataset/pituitary\pituitary_0798.jpg,proposed_5_compressed_pituitary_0798.jpg,8.68,data/compressed/multiTest\proposed_5_compressed_pituitary_0798.jpg,1:17,5.1429,0.7803,62.5261,0.8738,0.0415,24.2288,0.7889,1264.6637
proposed,5,pituitary_0598.jpg,124.3,data/dataset/pituitary\pituitary_0598.jpg,proposed_5_compressed_pituitary_0598.jpg,9.85,data/compressed/multiTest\proposed_5_compressed_pituitary_0598.jpg,1:12,9.2343,0.7882,64.039,0.8906,0.0335,24.4496,0.8051,1251.1083
proposed,5,pituitary_0274.jpg,48.93,data/dataset/pituitary\pituitary_0274.jpg,proposed_5_compressed_pituitary_0274.jpg,8.22,data/compressed/multiTest\proposed_5_compressed_pituitary_0274.jpg,1:5,5.4175,0.7258,61.6892,0.8132,0.0406,24.3755,0.824,1361.6277
proposed,5,pituitary_0873.jpg,48.93,data/dataset/pituitary\pituitary_0873.jpg,proposed_5_compressed_pituitary_0873.jpg,8.67,data/compressed/multiTest\proposed_5_compressed_pituitary_0873.jpg,1:5,5.5468,0.6436,61.4896,0.7317,0.0345,23.3793,0.8109,1535.2856
proposed,5,pituitary_0971.jpg,48.95,data/dataset/pituitary\pituitary_0971.jpg,proposed_5_compressed_pituitary_0971.jpg,8.41,data/compressed/multiTest\proposed_5_compressed_pituitary_0971.jpg,1:5,5.445,0.6625,61.0252,0.7511,0.049,24.5391,0.8008,1490.8333
proposed,5,pituitary_0816.jpg,48.95,data/dataset/pituitary\pituitary_0816.jpg,proposed_5_compressed_pituitary_0816.jpg,8.73,data/compressed/multiTest\proposed_5_compressed_pituitary_0816.jpg,1:5,5.1411,0.7694,62.0058,0.8513,0.0481,24.8807,0.8196,1284.3876
proposed,5,pituitary_0217.jpg,48.97,data/dataset/pituitary\pituitary_0217.jpg,proposed_5_compressed_pituitary_0217.jpg,8.58,data/compressed/multiTest\proposed_5_compressed_pituitary_0217.jpg,1:5,5.033,0.7284,60.5522,0.8208,0.0326,24.797,0.7965,1353.969
proposed,5,pituitary_0106.jpg,20.61,data/dataset/pituitary\pituitary_0106.jpg,proposed_5_compressed_pituitary_0106.jpg,9.92,data/compressed/multiTest\proposed_5_compressed_pituitary_0106.jpg,1:2,5.1763,0.7268,60.1344,0.8202,0.0416,25.1625,0.7151,1357.1909
proposed,5,pituitary_0249.jpg,20.92,data/dataset/pituitary\pituitary_0249.jpg,proposed_5_compressed_pituitary_0249.jpg,10.2,data/compressed/multiTest\proposed_5_compressed_pituitary_0249.jpg,1:2,5.3164,0.7447,61.1043,0.8456,0.0352,24.2659,0.687,1326.922
proposed,5,pituitary_0498.jpg,20.98,data/dataset/pituitary\pituitary_0498.jpg,proposed_5_compressed_pituitary_0498.jpg,10.35,data/compressed/multiTest\proposed_5_compressed_pituitary_0498.jpg,1:2,5.8603,0.7619,61.8183,0.8457,0.0487,24.3704,0.7008,1296.8301
proposed,5,pituitary_0218.jpg,21.46,data/dataset/pituitary\pituitary_0218.jpg,proposed_5_compressed_pituitary_0218.jpg,10.33,data/compressed/multiTest\proposed_5_compressed_pituitary_0218.jpg,1:2,5.7983,0.7601,60.9174,0.8604,0.035,24.4273,0.6904,1299.5945
proposed,5,pituitary_0499.jpg,21.79,data/dataset/pituitary\pituitary_0499.jpg,proposed_5_compressed_pituitary_0499.jpg,10.5,data/compressed/multiTest\proposed_5_compressed_pituitary_0499.jpg,1:2,4.9756,0.7558,62.5719,0.8447,0.0423,24.1036,0.6817,1306.9328
kd-tree-only,1,glioma_0132.jpg,53.32,data/dataset/glioma\glioma_0132.jpg,kd-tree-only_1_compressed_glioma_0132.jpg,9.64,data/compressed/multiTest\kd-tree-only_1_compressed_glioma_0132.jpg,1:5,3.1686,2.9487,0,3.0517,0.0535,23.0564,0.7623,0
kd-tree-only,1,glioma_0990.jpg,53.23,data/dataset/glioma\glioma_0990.jpg,kd-tree-only_1_compressed_glioma_0990.jpg,9.3,data/compressed/multiTest\kd-tree-only_1_compressed_glioma_0990.jpg,1:5,3.0594,2.9871,0,3.0817,0.0486,23.5434,0.774,0
kd-tree-only,1,glioma_0322.jpg,52.54,data/dataset/glioma\glioma_0322.jpg,kd-tree-only_1_compressed_glioma_0322.jpg,9.14,data/compressed/multiTest\kd-tree-only_1_compressed_glioma_0322.jpg,1:5,3.062,2.9076,0,3.0054,0.035,23.6845,0.7848,0
kd-tree-only,1,glioma_0296.jpg,52.2,data/dataset/glioma\glioma_0296.jpg,kd-tree-only_1_compressed_glioma_0296.jpg,8.55,data/compressed/multiTest\kd-tree-only_1_compressed_glioma_0296.jpg,1:6,3.2476,3.0149,0,3.1389,0.0402,26.6525,0.8117,0
kd-tree-only,1,glioma_0102.jpg,50.99,data/dataset/glioma\glioma_0102.jpg,kd-tree-only_1_compressed_glioma_0102.jpg,8.86,data/compressed/multiTest\kd-tree-only_1_compressed_glioma_0102.jpg,1:5,3.3746,2.9257,0,3.0271,0.0362,24.6696,0.7722,0
kd-tree-only,1,glioma_0840.jpg,34.0,data/dataset/glioma\glioma_0840.jpg,kd-tree-only_1_compressed_glioma_0840.jpg,5.81,data/compressed/multiTest\kd-tree-only_1_compressed_glioma_0840.jpg,1:5,2.9357,3.1668,0,3.2835,0.0336,26.5523,0.8803,0
kd-tree-only,1,glioma_0557.jpg,34.01,data/dataset/glioma\glioma_0557.jpg,kd-tree-only_1_compressed_glioma_0557.jpg,6.29,data/compressed/multiTest\kd-tree-only_1_compressed_glioma_0557.jpg,1:5,3.8084,3.0771,0,3.1876,0.0359,25.044,0.8653,0
kd-tree-only,1,glioma_0386.jpg,34.02,data/dataset/glioma\glioma_0386.jpg,kd-tree-only_1_compressed_glioma_0386.jpg,6.06,data/compressed/multiTest\kd-tree-only_1_compressed_glioma_0386.jpg,1:5,4.0008,3.0644,0,3.1714,0.0363,28.2083,0.8658,0
kd-tree-only,1,glioma_0769.jpg,34.04,data/dataset/glioma\glioma_0769.jpg,kd-tree-only_1_compressed_glioma_0769.jpg,6.25,data/compressed/multiTest\kd-tree-only_1_compressed_glioma_0769.jpg,1:5,3.2937,3.0745,0,3.1737,0.0411,26.1737,0.8608,0
kd-tree-only,1,glioma_0159.jpg,34.04,data/dataset/glioma\glioma_0159.jpg,kd-tree-only_1_compressed_glioma_0159.jpg,6.13,data/compressed/multiTest\kd-tree-only_1_compressed_glioma_0159.jpg,1:5,3.1649,3.0487,0,3.1543,0.0375,27.4012,0.8677,0
kd-tree-only,1,glioma_0934.jpg,19.43,data/dataset/glioma\glioma_0934.jpg,kd-tree-only_1_compressed_glioma_0934.jpg,3.59,data/compressed/multiTest\kd-tree-only_1_compressed_glioma_0934.jpg,1:5,3.0313,3.22,0,3.3274,0.0418,30.7906,0.9321,0
kd-tree-only,1,glioma_0171.jpg,19.81,data/dataset/glioma\glioma_0171.jpg,kd-tree-only_1_compressed_glioma_0171.jpg,3.68,data/compressed/multiTest\kd-tree-only_1_compressed_glioma_0171.jpg,1:5,11.4651,3.5824,0,3.7218,0.0426,30.8056,0.9444,0
kd-tree-only,1,glioma_0111.jpg,19.91,data/dataset/glioma\glioma_0111.jpg,kd-tree-only_1_compressed_glioma_0111.jpg,3.71,data/compressed/multiTest\kd-tree-only_1_compressed_glioma_0111.jpg,1:5,2.9853,3.1931,0,3.3102,0.0351,32.8328,0.9333,0
kd-tree-only,1,glioma_0918.jpg,19.93,data/dataset/glioma\glioma_0918.jpg,kd-tree-only_1_compressed_glioma_0918.jpg,3.83,data/compressed/multiTest\kd-tree-only_1_compressed_glioma_0918.jpg,1:5,3.5185,3.28,0,3.3935,0.0499,30.1536,0.9273,0
kd-tree-only,1,glioma_0558.jpg,20.02,data/dataset/glioma\glioma_0558.jpg,kd-tree-only_1_compressed_glioma_0558.jpg,3.78,data/compressed/multiTest\kd-tree-only_1_compressed_glioma_0558.jpg,1:5,3.1816,3.2146,0,3.3268,0.0309,29.1673,0.9338,0
kd-tree-only,1,pituitary_0048.jpg,328.59,data/dataset/pituitary\pituitary_0048.jpg,kd-tree-only_1_compressed_pituitary_0048.jpg,11.33,data/compressed/multiTest\kd-tree-only_1_compressed_pituitary_0048.jpg,1:29,3.0792,3.0732,0,3.1848,0.0245,22.0562,0.7293,0
kd-tree-only,1,pituitary_0681.jpg,266.28,data/dataset/pituitary\pituitary_0681.jpg,kd-tree-only_1_compressed_pituitary_0681.jpg,11.32,data/compressed/multiTest\kd-tree-only_1_compressed_pituitary_0681.jpg,1:23,3.6869,2.9217,0,3.0377,0.0268,22.6735,0.719,0
kd-tree-only,1,pituitary_0287.jpg,236.31,data/dataset/pituitary\pituitary_0287.jpg,kd-tree-only_1_compressed_pituitary_0287.jpg,7.96,data/compressed/multiTest\kd-tree-only_1_compressed_pituitary_0287.jpg,1:29,3.3189,3.0082,0,3.1064,0.0421,23.3067,0.8145,0
kd-tree-only,1,pituitary_0798.jpg,147.91,data/dataset/pituitary\pituitary_0798.jpg,kd-tree-only_1_compressed_pituitary_0798.jpg,8.68,data/compressed/multiTest\kd-tree-only_1_compressed_pituitary_0798.jpg,1:17,3.5674,2.9977,0,3.102,0.0264,24.2288,0.7889,0
kd-tree-only,1,pituitary_0598.jpg,124.3,data/dataset/pituitary\pituitary_0598.jpg,kd-tree-only_1_compressed_pituitary_0598.jpg,9.85,data/compressed/multiTest\kd-tree-only_1_compressed_pituitary_0598.jpg,1:12,3.5048,2.9371,0,3.0313,0.0417,24.4496,0.8051,0
kd-tree-only,1,pituitary_0274.jpg,48.93,data/dataset/pituitary\pituitary_0274.jpg,kd-tree-only_1_compressed_pituitary_0274.jpg,8.22,data/compressed/multiTest\kd-tree-only_1_compressed_pituitary_0274.jpg,1:5,3.3721,3.0647,0,3.1842,0.031,24.3755,0.824,0
kd-tree-only,1,pituitary_0873.jpg,48.93,data/dataset/pituitary\pituitary_0873.jpg,kd-tree-only_1_compressed_pituitary_0873.jpg,8.67,data/compressed/multiTest\kd-tree-only_1_compressed_pituitary_0873.jpg,1:5,3.1298,2.9643,0,3.0736,0.0374,23.3793,0.8109,0
kd-tree-only,1,pituitary_0971.jpg,48.95,data/dataset/pituitary\pituitary_0971.jpg,kd-tree-only_1_compressed_pituitary_0971.jpg,8.41,data/compressed/multiTest\kd-tree-only_1_compressed_pituitary_0971.jpg,1:5,3.5396,2.9794,0,3.087,0.0295,24.5391,0.8008,0
kd-tree-only,1,pituitary_0816.jpg,48.95,data/dataset/pituitary\pituitary_0816.jpg,kd-tree-only_1_compressed_pituitary_0816.jpg,8.73,data/compressed/multiTest\kd-tree-only_1_compressed_pituitary_0816.jpg,1:5,3.2538,2.9693,0,3.0717,0.0361,24.8807,0.8196,0
kd-tree-only,1,pituitary_0217.jpg,48.97,data/dataset/pituitary\pituitary_0217.jpg,kd-tree-only_1_compressed_pituitary_0217.jpg,8.58,data/compressed/multiTest\kd-tree-only_1_compressed_pituitary_0217.jpg,1:5,3.5963,2.9985,0,3.0976,0.0455,24.797,0.7965,0
kd-tree-only,1,pituitary_0106.jpg,20.61,data/dataset/pituitary\pituitary_0106.jpg,kd-tree-only_1_compressed_pituitary_0106.jpg,9.92,data/compressed/multiTest\kd-tree-only_1_compressed_pituitary_0106.jpg,1:2,2.9444,3.1828,0,3.2994,0.0352,25.1625,0.7151,0
kd-tree-only,1,pituitary_0249.jpg,20.92,data/dataset/pituitary\pituitary_0249.jpg,kd-tree-only_1_compressed_pituitary_0249.jpg,10.2,data/compressed/multiTest\kd-tree-only_1_compressed_pituitary_0249.jpg,1:2,3.3831,3.1996,0,3.3097,0.0339,24.2659,0.687,0
kd-tree-only,1,pituitary_0498.jpg,20.98,data/dataset/pituitary\pituitary_0498.jpg,kd-tree-only_1_compressed_pituitary_0498.jpg,10.35,data/compressed/multiTest\kd-tree-only_1_compressed_pituitary_0498.jpg,1:2,3.2645,3.2026,0,3.3192,0.0446,24.3704,0.7008,0
kd-tree-only,1,pituitary_0218.jpg,21.46,data/dataset/pituitary\pituitary_0218.jpg,kd-tree-only_1_compressed_pituitary_0218.jpg,10.33,data/compressed/multiTest\kd-tree-only_1_compressed_pituitary_0218.jpg,1:2,3.0707,3.2501,0,3.3745,0.0331,24.4273,0.6904,0
kd-tree-only,1,pituitary_0499.jpg,21.79,data/dataset/pituitary\pituitary_0499.jpg,kd-tree-only_1_compressed_pituitary_0499.jpg,10.5,data/compressed/multiTest\kd-tree-only_1_compressed_pituitary_0499.jpg,1:2,3.2277,3.1557,0,3.2754,0.0361,24.1036,0.6817,0
kd-tree-only,2,glioma_0132.jpg,53.32,data/dataset/glioma\glioma_0132.jpg,kd-tree-only_2_compressed_glioma_0132.jpg,9.64,data/compressed/multiTest\kd-tree-only_2_compressed_glioma_0132.jpg,1:5,3.3783,2.9359,0,3.0321,0.0435,23.0564,0.7623,0
kd-tree-only,2,glioma_0990.jpg,53.23,data/dataset/glioma\glioma_0990.jpg,kd-tree-only_2_compressed_glioma_0990.jpg,9.3,data/compressed/multiTest\kd-tree-only_2_compressed_glioma_0990.jpg,1:5,3.1435,3.0438,0,3.1475,0.0345,23.5434,0.774,0
kd-tree-only,2,glioma_0322.jpg,52.54,data/dataset/glioma\glioma_0322.jpg,kd-tree-only_2_compressed_glioma_0322.jpg,9.14,data/compressed/multiTest\kd-tree-only_2_compressed_glioma_0322.jpg,1:5,3.0937,2.9872,0,3.0963,0.0356,23.6845,0.7848,0
kd-tree-only,2,glioma_0296.jpg,52.2,data/dataset/glioma\glioma_0296.jpg,kd-tree-only_2_compressed_glioma_0296.jpg,8.55,data/compressed/multiTest\kd-tree-only_2_compressed_glioma_0296.jpg,1:6,3.2417,2.991,0,3.0942,0.0387,26.6525,0.8117,0
kd-tree-only,2,glioma_0102.jpg,50.99,data/dataset/glioma\glioma_0102.jpg,kd-tree-only_2_compressed_glioma_0102.jpg,8.86,data/compressed/multiTest\kd-tree-only_2_compressed_glioma_0102.jpg,1:5,3.5079,3.0337,0,3.1507,0.0327,24.6696,0.7722,0
kd-tree-only,2,glioma_0840.jpg,34.0,data/dataset/glioma\glioma_0840.jpg,kd-tree-only_2_compressed_glioma_0840.jpg,5.81,data/compressed/multiTest\kd-tree-only_2_compressed_glioma_0840.jpg,1:5,3.2513,3.1502,0,3.2471,0.044,26.5523,0.8803,0
kd-tree-only,2,glioma_0557.jpg,34.01,data/dataset/glioma\glioma_0557.jpg,kd-tree-only_2_compressed_glioma_0557.jpg,6.29,data/compressed/multiTest\kd-tree-only_2_compressed_glioma_0557.jpg,1:5,3.0993,3.1282,0,3.2206,0.05,25.044,0.8653,0
kd-tree-only,2,glioma_0386.jpg,34.02,data/dataset/glioma\glioma_0386.jpg,kd-tree-only_2_compressed_glioma_0386.jpg,6.06,data/compressed/multiTest\kd-tree-only_2_compressed_glioma_0386.jpg,1:5,3.0913,3.1024,0,3.2057,0.0346,28.2083,0.8658,0
kd-tree-only,2,glioma_0769.jpg,34.04,data/dataset/glioma\glioma_0769.jpg,kd-tree-only_2_compressed_glioma_0769.jpg,6.25,data/compressed/multiTest\kd-tree-only_2_compressed_glioma_0769.jpg,1:5,2.9668,3.0773,0,3.1856,0.0558,26.1737,0.8608,0
kd-tree-only,2,glioma_0159.jpg,34.04,data/dataset/glioma\glioma_0159.jpg,kd-tree-only_2_compressed_glioma_0159.jpg,6.13,data/compressed/multiTest\kd-tree-only_2_compressed_glioma_0159.jpg,1:5,4.2457,3.0994,0,3.1985,0.0482,27.4012,0.8677,0
kd-tree-only,2,glioma_0934.jpg,19.43,data/dataset/glioma\glioma_0934.jpg,kd-tree-only_2_compressed_glioma_0934.jpg,3.59,data/compressed/multiTest\kd-tree-only_2_compressed_glioma_0934.jpg,1:5,3.4523,3.3148,0,3.4205,0.0552,30.7906,0.9321,0
kd-tree-only,2,glioma_0171.jpg,19.81,data/dataset/glioma\glioma_0171.jpg,kd-tree-only_2_compressed_glioma_0171.jpg,3.68,data/compressed/multiTest\kd-tree-only_2_compressed_glioma_0171.jpg,1:5,3.5533,3.653,0,3.77,0.047,30.8056,0.9444,0
kd-tree-only,2,glioma_0111.jpg,19.91,data/dataset/glioma\glioma_0111.jpg,kd-tree-only_2_compressed_glioma_0111.jpg,3.71,data/compressed/multiTest\kd-tree-only_2_compressed_glioma_0111.jpg,1:5,3.2159,3.2562,0,3.3659,0.0414,32.8328,0.9333,0
kd-tree-only,2,glioma_0918.jpg,19.93,data/dataset/glioma\glioma_0918.jpg,kd-tree-only_2_compressed_glioma_0918.jpg,3.83,data/compressed/multiTest\kd-tree-only_2_compressed_glioma_0918.jpg,1:5,3.2338,3.3387,0,3.4511,0.032,30.1536,0.9273,0
kd-tree-only,2,glioma_0558.jpg,20.02,data/dataset/glioma\glioma_0558.jpg,kd-tree-only_2_compressed_glioma_0558.jpg,3.78,data/compressed/multiTest\kd-tree-only_2_compressed_glioma_0558.jpg,1:5,2.7884,3.2918,0,3.408,0.034,29.1673,0.9338,0
kd-tree-only,2,pituitary_0048.jpg,328.59,data/dataset/pituitary\pituitary_0048.jpg,kd-tree-only_2_compressed_pituitary_0048.jpg,11.33,data/compressed/multiTest\kd-tree-only_2_compressed_pituitary_0048.jpg,1:29,3.7804,3.1194,0,3.2458,0.0368,22.0562,0.7293,0
kd-tree-only,2,pituitary_0681.jpg,266.28,data/dataset/pituitary\pituitary_0681.jpg,kd-tree-only_2_compressed_pituitary_0681.jpg,11.32,data/compressed/multiTest\kd-tree-only_2_compressed_pituitary_0681.jpg,1:23,3.2265,3.0523,0,3.1598,0.0293,22.6735,0.719,0
kd-tree-only,2,pituitary_0287.jpg,236.31,data/dataset/pituitary\pituitary_0287.jpg,kd-tree-only_2_compressed_pituitary_0287.jpg,7.96,data/compressed/multiTest\kd-tree-only_2_compressed_pituitary_0287.jpg,1:29,3.2482,2.9773,0,3.082,0.0352,23.3067,0.8145,0
kd-tree-only,2,pituitary_0798.jpg,147.91,data/dataset/pituitary\pituitary_0798.jpg,kd-tree-only_2_compressed_pituitary_0798.jpg,8.68,data/compressed/multiTest\kd-tree-only_2_compressed_pituitary_0798.jpg,1:17,3.4643,3.0645,0,3.1691,0.0356,24.2288,0.7889,0
kd-tree-only,2,pituitary_0598.jpg,124.3,data/dataset/pituitary\pituitary_0598.jpg,kd-tree-only_2_compressed_pituitary_0598.jpg,9.85,data/compressed/multiTest\kd-tree-only_2_compressed_pituitary_0598.jpg,1:12,3.2624,2.9861,0,3.0815,0.0398,24.4496,0.8051,0
kd-tree-only,2,pituitary_0274.jpg,48.93,data/dataset/pituitary\pituitary_0274.jpg,kd-tree-only_2_compressed_pituitary_0274.jpg,8.22,data/compressed/multiTest\kd-tree-only_2_compressed_pituitary_0274.jpg,1:5,3.3522,3.095,0,3.2021,0.029,24.3755,0.824,0
kd-tree-only,2,pituitary_0873.jpg,48.93,data/dataset/pituitary\pituitary_0873.jpg,kd-tree-only_2_compressed_pituitary_0873.jpg,8.67,data/compressed/multiTest\kd-tree-only_2_compressed_pituitary_0873.jpg,1:5,3.7562,3.0575,0,3.155,0.0427,23.3793,0.8109,0
kd-tree-only,2,pituitary_0971.jpg,48.95,data/dataset/pituitary\pituitary_0971.jpg,kd-tree-only_2_compressed_pituitary_0971.jpg,8.41,data/compressed/multiTest\kd-tree-only_2_compressed_pituitary_0971.jpg,1:5,3.4286,3.0234,0,3.1193,0.0288,24.5391,0.8008,0
kd-tree-only,2,pituitary_0816.jpg,48.95,data/dataset/pituitary\pituitary_0816.jpg,kd-tree-only_2_compressed_pituitary_0816.jpg,8.73,data/compressed/multiTest\kd-tree-only_2_compressed_pituitary_0816.jpg,1:5,3.0903,3.0649,0,3.179,0.0542,24.8807,0.8196,0
kd-tree-only,2,pituitary_0217.jpg,48.97,data/dataset/pituitary\pituitary_0217.jpg,kd-tree-only_2_compressed_pituitary_0217.jpg,8.58,data/compressed/multiTest\kd-tree-only_2_compressed_pituitary_0217.jpg,1:5,7.434,3.0389,0,3.1389,0.0342,24.797,0.7965,0
kd-tree-only,2,pituitary_0106.jpg,20.61,data/dataset/pituitary\pituitary_0106.jpg,kd-tree-only_2_compressed_pituitary_0106.jpg,9.92,data/compressed/multiTest\kd-tree-only_2_compressed_pituitary_0106.jpg,1:2,3.3605,3.2415,0,3.3584,0.0363,25.1625,0.7151,0
kd-tree-only,2,pituitary_0249.jpg,20.92,data/dataset/pituitary\pituitary_0249.jpg,kd-tree-only_2_compressed_pituitary_0249.jpg,10.2,data/compressed/multiTest\kd-tree-only_2_compressed_pituitary_0249.jpg,1:2,2.9848,3.1506,0,3.2661,0.0301,24.2659,0.687,0
kd-tree-only,2,pituitary_0498.jpg,20.98,data/dataset/pituitary\pituitary_0498.jpg,kd-tree-only_2_compressed_pituitary_0498.jpg,10.35,data/compressed/multiTest\kd-tree-only_2_compressed_pituitary_0498.jpg,1:2,3.0534,3.2368,0,3.3538,0.0653,24.3704,0.7008,0
kd-tree-only,2,pituitary_0218.jpg,21.46,data/dataset/pituitary\pituitary_0218.jpg,kd-tree-only_2_compressed_pituitary_0218.jpg,10.33,data/compressed/multiTest\kd-tree-only_2_compressed_pituitary_0218.jpg,1:2,3.4781,3.2895,0,3.4054,0.0333,24.4273,0.6904,0
kd-tree-only,2,pituitary_0499.jpg,21.79,data/dataset/pituitary\pituitary_0499.jpg,kd-tree-only_2_compressed_pituitary_0499.jpg,10.5,data/compressed/multiTest\kd-tree-only_2_compressed_pituitary_0499.jpg,1:2,3.0071,3.2098,0,3.3339,0.0308,24.1036,0.6817,0
kd-tree-only,3,glioma_0132.jpg,53.32,data/dataset/glioma\glioma_0132.jpg,kd-tree-only_3_compressed_glioma_0132.jpg,9.64,data/compressed/multiTest\kd-tree-only_3_compressed_glioma_0132.jpg,1:5,3.3634,2.9796,0,3.082,0.0391,23.0564,0.7623,0
kd-tree-only,3,glioma_0990.jpg,53.23,data/dataset/glioma\glioma_0990.jpg,kd-tree-only_3_compressed_glioma_0990.jpg,9.3,data/compressed/multiTest\kd-tree-only_3_compressed_glioma_0990.jpg,1:5,3.4628,3.0627,0,3.1766,0.0438,23.5434,0.774,0
kd-tree-only,3,glioma_0322.jpg,52.54,data/dataset/glioma\glioma_0322.jpg,kd-tree-only_3_compressed_glioma_0322.jpg,9.14,data/compressed/multiTest\kd-tree-only_3_compressed_glioma_0322.jpg,1:5,2.8736,3.0443,0,3.1607,0.0353,23.6845,0.7848,0
kd-tree-only,3,glioma_0296.jpg,52.2,data/dataset/glioma\glioma_0296.jpg,kd-tree-only_3_compressed_glioma_0296.jpg,8.55,data/compressed/multiTest\kd-tree-only_3_compressed_glioma_0296.jpg,1:6,3.09,3.0504,0,3.1486,0.0414,26.6525,0.8117,0
kd-tree-only,3,glioma_0102.jpg,50.99,data/dataset/glioma\glioma_0102.jpg,kd-tree-only_3_compressed_glioma_0102.jpg,8.86,data/compressed/multiTest\kd-tree-only_3_compressed_glioma_0102.jpg,1:5,3.0514,3.0447,0,3.1545,0.0261,24.6696,0.7722,0
kd-tree-only,3,glioma_0840.jpg,34.0,data/dataset/glioma\glioma_0840.jpg,kd-tree-only_3_compressed_glioma_0840.jpg,5.81,data/compressed/multiTest\kd-tree-only_3_compressed_glioma_0840.jpg,1:5,3.035,3.2486,0,3.3529,0.0332,26.5523,0.8803,0
kd-tree-only,3,glioma_0557.jpg,34.01,data/dataset/glioma\glioma_0557.jpg,kd-tree-only_3_compressed_glioma_0557.jpg,6.29,data/compressed/multiTest\kd-tree-only_3_compressed_glioma_0557.jpg,1:5,2.9043,3.1129,0,3.2356,0.032,25.044,0.8653,0
kd-tree-only,3,glioma_0386.jpg,34.02,data/dataset/glioma\glioma_0386.jpg,kd-tree-only_3_compressed_glioma_0386.jpg,6.06,data/compressed/multiTest\kd-tree-only_3_compressed_glioma_0386.jpg,1:5,3.0887,3.1565,0,3.2803,0.0349,28.2083,0.8658,0
kd-tree-only,3,glioma_0769.jpg,34.04,data/dataset/glioma\glioma_0769.jpg,kd-tree-only_3_compressed_glioma_0769.jpg,6.25,data/compressed/multiTest\kd-tree-only_3_compressed_glioma_0769.jpg,1:5,3.2318,3.2325,0,3.3518,0.0345,26.1737,0.8608,0
